Filter Set,Message Name,Message Subject,Matched,Refunded,Refunded %,Emails Sent,Emails Opened,Emails Opened %,Emails Clicked,Emails Clicked %,Emails Marked Spam %,Emails Bounced %,Emails Unsubscribed %,Revenue,Revenue from Emails,Emails Cost,Profit from Emails
18052-00004462-AutomationAnywhere,18052-00004462-AutomationAnywhere-Phone Confirmation-30708-0325_04A-4152,Learn The Benefits Of Enhancing Your RPA Implementation With Intelligent Information From Automation Anywhere,139,0,0,"5,499",238,4.33,548,230.25,0,2.71,0,"3,475.00","1,825.00",3.79,"1,821.21"
18052-00004462-AutomationAnywhere,18052-00004462-AutomationAnywhere-Phone Confirmation-30711-0327_07A-4170,Discover How You Can Take Procure-To-Pay To The Next Level With RPA Thanks To Automation Anywhere,139,0,0,"59,311",952,1.61,211,22.16,0,5.02,0.01,"3,475.00","1,825.00",40.92,"1,784.08"
18052-00004462-AutomationAnywhere,18052-00004462-AutomationAnywhere-Phone Confirmation-30792-0329_03A-4190,Discover How You Can Boost Your Competitive Edge By Combining RPA and AI From Automation Anywhere,139,0,0,"50,101",453,0.9,300,66.23,0,1.81,0,"3,475.00","1,825.00",34.57,"1,790.43"
18052-00004462-AutomationAnywhere,18052-00004462-AutomationAnywhere-Phone Confirmation-30798-0401_03A-4199,Learn How Automation Anywhere Is Implementing The Highest Standards For Enterprise-Grade Security,139,0,0,"63,795","1,086",1.7,833,76.7,0,0.35,0,"3,475.00","1,825.00",44.02,"1,780.98"
18056-00004430-Lightstep Inc,18056-00004430-LightStep-Phone Confirmation-30725-0321_10A-4116,Learn How Your Organization Can Stay In Control Of Complex Software Applications With LightStep,211,0,0,"26,157",607,2.32,177,29.16,0,4.25,0.01,"5,908.00","1,904.00",18.05,"1,885.95"
18056-00004430-Lightstep Inc,18056-00004430-LightStep-Phone Confirmation-30726-0323_10A-4143,Education Yourself On Global Microservices Trends With LightStep's Survey Of Development Professionals,211,0,0,"9,777",201,2.06,24,11.94,0,8.71,0,"5,908.00","1,904.00",6.75,"1,897.25"
18056-00004430-Lightstep Inc,18056-00004430-LightStep-Phone Confirmation-30729-0326_09A-4166,Learn How LightStep Contributed To Lyft's Microservice Transition Success,211,0,0,"14,953",464,3.1,579,124.78,0,0.98,0,"5,908.00","1,904.00",10.32,"1,893.68"
18056-00004430-Lightstep Inc,18056-00004430-LightStep-Phone Confirmation-30725-0328_07A-4179,Learn How Your Organization Can Stay In Control Of Complex Software Applications With LightStep,211,0,0,"22,364",276,1.23,178,64.49,0,2.78,0,"5,908.00","1,904.00",15.43,"1,888.57"
18056-00004430-Lightstep Inc,18056-00004430-LightStep-Phone Confirmation-30726-0329_09A-4193,Education Yourself On Global Microservices Trends With LightStep's Survey Of Development Professionals,211,0,0,"15,954",131,0.82,40,30.53,0,2.14,0.01,"5,908.00","1,904.00",11.01,"1,892.99"
18056-00004430-Lightstep Inc,18056-00004430-LightStep-Phone Confirmation-30729-0401_09A-4201,Learn How LightStep Contributed To Lyft's Microservice Transition Success,211,0,0,"21,852",245,1.12,88,35.92,0,0.9,0,"5,908.00","1,904.00",15.08,"1,888.92"
18056-00004430-Lightstep Inc,18056-00004430-LightStep-Phone Confirmation-30725-0402_12A-4218,Learn How Your Organization Can Stay In Control Of Complex Software Applications With LightStep,211,0,0,"19,089",656,3.44,592,90.24,0,0.45,0,"5,908.00","1,904.00",13.17,"1,890.83"
18056-00004430-Lightstep Inc,18056-00004430-LightStep-Phone Confirmation-30726-0404_05A-4232,Education Yourself On Global Microservices Trends With LightStep's Survey Of Development Professionals,211,0,0,"13,961",184,1.32,96,52.17,0,1,0.01,"5,908.00","1,904.00",9.63,"1,894.37"
18056-00004430-Lightstep Inc,18056-00004430-LightStep-Phone Confirmation-30729-0407_07A-4252,Learn How LightStep Contributed To Lyft's Microservice Transition Success,211,0,0,"11,211",96,0.86,121,126.04,0,0.58,0,"5,908.00","1,904.00",7.74,"1,896.26"
18056-00004430-Lightstep Inc,18056-00004430-LightStep-Phone Confirmation-30725-0408_11A-4265,Learn How Your Organization Can Stay In Control Of Complex Software Applications With LightStep,211,0,0,"19,690",307,1.56,258,84.04,0,0.13,0,"5,908.00","1,904.00",13.59,"1,890.41"
18056-00004471-Lightstep Inc,18056-00004471-LightStep-Phone Confirmation-30787-0321_11A-4123,Learn How Your Organization Can Stay In Control Of Complex Software Applications With LightStep,48,0,0,"5,796",138,2.38,14,10.14,0,4.64,0,"3,120.00","1,430.00",4,"1,426"
18056-00004471-Lightstep Inc,18056-00004471-LightStep-Phone Confirmation-30789-0326_01A-4155,Education Yourself On Global Microservices Trends With LightStep's Survey Of Development Professionals,48,0,0,"7,111",131,1.84,89,67.94,0,0.42,0,"3,120.00","1,430.00",4.91,"1,425.09"
18056-00004471-Lightstep Inc,18056-00004471-LightStep-Phone Confirmation-30791-0328_01A-4176,Learn How LightStep Contributed To Lyft's Microservice Transition Success,48,0,0,"2,292",43,1.88,8,18.6,0,0.61,0,"3,120.00","1,430.00",1.58,"1,428.42"
18056-00004471-Lightstep Inc,18056-00004471-LightStep-Phone Confirmation-30787-0331_07A-4194,Learn How Your Organization Can Stay In Control Of Complex Software Applications With LightStep,48,0,0,"7,756",67,0.86,20,29.85,0,1.41,0,"3,120.00","1,430.00",5.35,"1,424.65"
18056-00004471-Lightstep Inc,18056-00004471-LightStep-Phone Confirmation-30789-0402_03A-4206,Education Yourself On Global Microservices Trends With LightStep's Survey Of Development Professionals,48,0,0,"8,008",106,1.32,26,24.53,0,0.27,0,"3,120.00","1,430.00",5.53,"1,424.47"
18056-00004471-Lightstep Inc,18056-00004471-LightStep-Phone Confirmation-30791-0404_01A-4235,Learn How LightStep Contributed To Lyft's Microservice Transition Success,48,0,0,"6,309",114,1.81,453,397.37,0,0.25,0,"3,120.00","1,430.00",4.35,"1,425.65"
18056-00004471-Lightstep Inc,18056-00004471-LightStep-Phone Confirmation-30791-0406_01A-4257,Learn How LightStep Contributed To Lyft's Microservice Transition Success,48,0,0,"5,558",23,0.41,2,8.7,0,0.18,0,"3,120.00","1,430.00",3.84,"1,426.16"
18056-00004471-Lightstep Inc,18056-00004471-LightStep-Phone Confirmation-30787-0408_12A-4272,Learn How Your Organization Can Stay In Control Of Complex Software Applications With LightStep,48,0,0,"3,910",30,0.77,54,180,0,0.1,0,"3,120.00","1,430.00",2.7,"1,427.30"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30497-0306_03A-3954,"Reduce The Costs Of Managing Your VMware, VMC, Hyper-V And Nutanix Backup With Druva",109,0,0,"14,782",790,5.34,717,90.76,0,2.22,0.01,"5,232.00","1,920.00",10.2,"1,909.80"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30499-0307_01A-3975,Review The State Of Virtualization In The Cloud And See How Everyone Is Responding In Druva's Cloud Survey,109,0,0,"16,112",759,4.71,598,78.79,0,2.82,0,"5,232.00","1,920.00",11.12,"1,908.88"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30495-0310_06A-3996,Druva Phoenix Can Help Your Business Reduce Costs Associated With Managing Your VMware Environments,109,0,0,"9,183",259,2.82,224,86.49,0,3.15,0,"5,232.00","1,920.00",6.34,"1,913.66"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30497-0312_06A-4015,"Reduce The Costs Of Managing Your VMware, VMC, Hyper-V And Nutanix Backup With Druva",109,0,0,"40,162",916,2.28,771,84.17,0,1.75,0.01,"5,232.00","1,920.00",27.71,"1,892.29"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30499-0314_05A-4034,Review The State Of Virtualization In The Cloud And See How Everyone Is Responding In Druva's Cloud Survey,109,0,0,"42,537",606,1.42,403,66.5,0,1.35,0,"5,232.00","1,920.00",29.35,"1,890.65"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30495-0316_03A-4057,Druva Phoenix Can Help Your Business Reduce Costs Associated With Managing Your VMware Environments,109,0,0,"40,036",282,0.7,148,52.48,0,0.2,0,"5,232.00","1,920.00",27.62,"1,892.38"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30497-0318_07A-4071,"Reduce The Costs Of Managing Your VMware, VMC, Hyper-V And Nutanix Backup With Druva",109,0,0,"9,732",348,3.58,226,64.94,0,0.2,0.02,"5,232.00","1,920.00",6.72,"1,913.28"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30499-0322_07A-4130,Review The State Of Virtualization In The Cloud And See How Everyone Is Responding In Druva's Cloud Survey,109,0,0,"33,054",443,1.34,123,27.77,0,2.2,0,"5,232.00","1,920.00",22.81,"1,897.19"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30495-0325_03A-4149,Druva Phoenix Can Help Your Business Reduce Costs Associated With Managing Your VMware Environments,109,0,0,"6,128",51,0.83,33,64.71,0,1.27,0,"5,232.00","1,920.00",4.23,"1,915.77"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30497-0326_11A-4169,"Reduce The Costs Of Managing Your VMware, VMC, Hyper-V And Nutanix Backup With Druva",109,0,0,"58,282","1,126",1.93,"1,012",89.88,0,0.14,0,"5,232.00","1,920.00",40.21,"1,879.79"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30499-0328_04A-4177,Review The State Of Virtualization In The Cloud And See How Everyone Is Responding In Druva's Cloud Survey,109,0,0,"21,569",168,0.78,48,28.57,0,0.13,0,"5,232.00","1,920.00",14.88,"1,905.12"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30495-0329_08A-4192,Druva Phoenix Can Help Your Business Reduce Costs Associated With Managing Your VMware Environments,109,0,0,"21,086",86,0.41,20,23.26,0,0.87,0,"5,232.00","1,920.00",14.55,"1,905.45"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30497-0401_08A-4202,"Reduce The Costs Of Managing Your VMware, VMC, Hyper-V And Nutanix Backup With Druva",109,0,0,"40,369",270,0.67,219,81.11,0,0.19,0,"5,232.00","1,920.00",27.85,"1,892.15"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30499-0403_05A-4219,Review The State Of Virtualization In The Cloud And See How Everyone Is Responding In Druva's Cloud Survey,109,0,0,"38,740",204,0.53,159,77.94,0,0.13,0,"5,232.00","1,920.00",26.73,"1,893.27"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30495-0404_06A-4236,Druva Phoenix Can Help Your Business Reduce Costs Associated With Managing Your VMware Environments,109,0,0,"23,220",127,0.55,156,122.83,0,0.92,0,"5,232.00","1,920.00",16.02,"1,903.98"
18064-00004500-Druva,18064-00004500-Druva-Phone Confirmation-30497-0407_01A-4240,"Reduce The Costs Of Managing Your VMware, VMC, Hyper-V And Nutanix Backup With Druva",109,0,0,"65,345",907,1.39,865,95.37,0,4.03,0,"5,232.00","1,920.00",45.09,"1,874.91"
18066-00004436-Mimecast,"18066-00004436-Mimecast-Phone Confirmation-30160-0214A-3753,3751",What You Should Know About Increasing Malware Risks,385,0,0,0,0,0,1,0,0,0,0,"13,090.00","6,970.00",0,"6,970"
18066-00004436-Mimecast,"18066-00004436-Mimecast-Phone Confirmation-30160-0214A-3753,3751",What You Should Know About Increasing Malware Risks,385,0,0,"163,422","6,748",4.13,"5,552",82.28,0,14.04,0.05,"13,090.00","6,970.00",112.76,"6,857.24"
18066-00004436-Mimecast,18066-00004436-Mimecast-Phone Confirmation-30160-0217_04A-3788,What You Should Know About Increasing Malware Risks,385,0,0,"100,985","3,208",3.18,"1,014",31.61,0,8.94,0.01,"13,090.00","6,970.00",69.68,"6,900.32"
18066-00004436-Mimecast,18066-00004436-Mimecast-Phone Confirmation-30163-0220_03A-3806,"Increase User Productivity With This Underappreciated, Business Enabler",385,0,0,"102,825","1,521",1.48,552,36.29,0,11.3,0.01,"13,090.00","6,970.00",70.95,"6,899.05"
18066-00004436-Mimecast,18066-00004436-Mimecast-Phone Confirmation-30165-0222_03A-3826,5 Cyberthreats IT Healthcare Pros Must Tackle,385,0,0,"86,434",728,0.84,221,30.36,0,10.42,0.3,"13,090.00","6,970.00",59.64,"6,910.36"
18066-00004436-Mimecast,18066-00004436-Mimecast-Phone Confirmation-30169-0226_07A-3851,Learn how Mimecast makes Office 365 safer for business.,385,0,0,"37,009",362,0.98,117,32.32,0,6.66,0,"13,090.00","6,970.00",25.54,"6,944.46"
18066-00004436-Mimecast,18066-00004436-Mimecast-Phone Confirmation-30160-0228_03A-3899,What You Should Know About Increasing Malware Risks,385,0,0,"39,114",392,1,197,50.26,0,7.65,0,"13,090.00","6,970.00",26.99,"6,943.01"
18066-00004436-Mimecast,18066-00004436-Mimecast-Phone Confirmation-Mimecast-0303_03A-3922,Gain Expert Insight on How To Build A Cyber Resilience Plan Now,385,0,0,"34,309",253,0.74,112,44.27,0,3.25,0,"13,090.00","6,970.00",23.67,"6,946.33"
18066-00004437-Mimecast,"18066-00004437-Mimecast-Phone Confirmation-30194-0214A-3754,3752",What You Should Know About Increasing Malware Risks,385,0,0,"252,984","9,899",3.91,"2,982",30.12,0,19.61,0.05,"13,090.00","8,262.00",174.56,"8,087.44"
18066-00004437-Mimecast,18066-00004437-Mimecast-Phone Confirmation-30166-0218A-3791,What You Should Know About Increasing Malware Risks,385,0,0,"71,566","2,048",2.86,613,29.93,0,8.12,0.03,"13,090.00","8,262.00",49.38,"8,212.62"
18066-00004437-Mimecast,18066-00004437-Mimecast-Phone Confirmation-30162-0220_04A-3808,"Increase User Productivity With This Underappreciated, Business Enabler",385,0,0,"66,384","1,472",2.22,268,18.21,0,13.23,0,"13,090.00","8,262.00",45.8,"8,216.20"
18066-00004437-Mimecast,18066-00004437-Mimecast-Phone Confirmation-30168-0222_04A-3820,Learn how Mimecast makes Office 365 safer for business.,385,0,0,"11,399",506,4.44,155,30.63,0.01,18.16,0.04,"13,090.00","8,262.00",7.87,"8,254.13"
18066-00004437-Mimecast,18066-00004437-Mimecast-Phone Confirmation-30164-0226_08A-3856,5 Cyberthreats IT Healthcare Pros Must Tackle,385,0,0,"55,749",882,1.58,254,28.8,0,12.39,0,"13,090.00","8,262.00",38.47,"8,223.53"
18066-00004437-Mimecast,18066-00004437-Mimecast-Phone Confirmation-30166-0228_04A-3900,What You Should Know About Increasing Malware Risks,385,0,0,"60,444",817,1.35,253,30.97,0,9.25,0,"13,090.00","8,262.00",41.71,"8,220.29"
18066-00004437-Mimecast,18066-00004437-Mimecast-Phone Confirmation-30194-0304_04A-3923,What You Should Know About Increasing Malware Risks,385,0,0,"61,295",467,0.76,283,60.6,0,9.87,0,"13,090.00","8,262.00",42.29,"8,219.71"
18067-00004440-Tierpoint,18067-00004440-Tierpoint-Phone Confirmation-30506-0306_09A-3963,Know The Infrastructure Trends and Their Impact On Digital Transformation From TierPoint!,136,28,20.59,"37,505","1,118",2.98,943,84.35,0,0.7,0,"5,032.00","2,146.00",25.88,"2,120.12"
18067-00004440-Tierpoint,18067-00004440-TierPoint-Phone Confirmation-30506-0308_06A-3984,Know The Infrastructure Trends and Their Impact On Digital Transformation From TierPoint!,136,28,20.59,"56,090","1,409",2.51,"1,640",116.39,0,1.83,0,"5,032.00","2,146.00",38.7,"2,107.30"
18067-00004440-Tierpoint,18067-00004440-TierPoint-Phone Confirmation-30506-0310_04A-3993,Know The Infrastructure Trends and Their Impact On Digital Transformation From TierPoint!,136,28,20.59,"39,850",526,1.32,585,111.22,0,1.43,0,"5,032.00","2,146.00",27.5,"2,118.50"
18067-00004440-Tierpoint,18067-00004440-TierPoint-Phone Confirmation-30506-0312_04A-4014,Know The Infrastructure Trends and Their Impact On Digital Transformation From TierPoint!,136,28,20.59,"41,100",509,1.24,516,101.38,0,1.68,0,"5,032.00","2,146.00",28.36,"2,117.64"
18067-00004440-Tierpoint,18067-00004440-TierPoint-Phone Confirmation-30506-30506A-4039,Know The Infrastructure Trends and Their Impact On Digital Transformation From TierPoint!,136,28,20.59,"43,607",244,0.56,255,104.51,0,0.1,0,"5,032.00","2,146.00",30.09,"2,115.91"
18068-00004441-Avanan Inc,18068-00004441-Avanan-Phone Confirmation-30368-0227_17A-3875,See How Avana Will Protect your Cloud Security NOW!,37,0,0,"11,874",305,2.57,61,20,0,7.04,0.01,"3,034.00",574,8.19,565.81
18068-00004441-Avanan Inc,18068-00004441-Avanan-Phone Confirmation-30371-0301_10A-3909,Get The Premier Security Solution And Be Protected From Advanced Threats TODAY With Avanan,37,0,0,"17,441",353,2.02,142,40.23,0,3.71,0,"3,034.00",574,12.03,561.97
18068-00004441-Avanan Inc,18068-00004441-Avanan-Phone Confirmation-30377-0305_11A-3951,See How ATP Compares To Avanan NOW!,37,0,0,"18,459",589,3.19,616,104.58,0,2.42,0,"3,034.00",574,12.74,561.26
18068-00004441-Avanan Inc,18068-00004441-Avanan-Phone Confirmation-30368-0306_10A-3962,See How Avana Will Protect your Cloud Security NOW!,37,0,0,"20,416",706,3.46,605,85.69,0,1.65,0,"3,034.00",574,14.09,559.91
18071-00004445-ClearPathGPS,18071-00004445-ClearPath-Phone Confirmation-30161-0224_01A-3834,Understand All Of The Details For GPS Vehicle Tracking TODAY With ClearPathGPS,40,3,7.5,"32,233","2,052",6.37,418,20.37,0.01,13.38,0,"3,400.00",850,22.24,827.76
18071-00004445-ClearPathGPS,18071-00004445-ClearPathGPS-Phone Confirmation-30207-0227_01A-3871,Understand How To Successfully Implement A New GPS Fleet Tracking With ClearPathGPS,40,3,7.5,"44,223","2,679",6.06,667,24.9,0,13.86,0,"3,400.00",850,30.51,819.49
18071-00004445-ClearPathGPS,18071-00004445-ClearPathGPS-Phone Confirmation-30206-0301_05A-3913,Know The HR Steps You Need To Take When Introducing GPS Vehicle Tracking With ClearPathGPS,40,3,7.5,"29,547","1,641",5.55,393,23.95,0,14.43,0,"3,400.00",850,20.39,829.61
18071-00004445-ClearPathGPS,18071-00004445-ClearPathGPS-Phone Confirmation-30240-0305_05A-3944,Stay Updated On All Your Vehicles In The Field NOW With ClearPathGPS,40,3,7.5,"74,693","7,273",9.74,"3,064",42.13,0.01,6.15,0,"3,400.00",850,51.54,798.46
18071-00004445-ClearPathGPS,18071-00004445-ClearPathGPS-Phone Confirmation-30161-0307_02A-3968,Understand All Of The Details For GPS Vehicle Tracking TODAY With ClearPathGPS,40,3,7.5,"123,198","11,099",9.01,"4,122",37.14,0.02,7.01,0,"3,400.00",850,85.01,764.99
18071-00004445-ClearPathGPS,18071-00004445-ClearpathGPS-Phone Confirmation-30206-0308A-3997,Know The HR Steps You Need To Take When Introducing GPS Vehicle Tracking With ClearPathGPS,40,3,7.5,58,49,84.48,59,120.41,0,0,0,"3,400.00",850,0.04,849.96
18071-00004445-ClearPathGPS,18071-00004445-Clearpath-Phone Confirmation-30206-0311A-4018,Know The HR Steps You Need To Take When Introducing GPS Vehicle Tracking With ClearPathGPS,40,3,7.5,21,16,76.19,30,187.5,0,0,0,"3,400.00",850,0.01,849.99
18071-00004445-ClearPathGPS,18071-00004445-ClearPathGPS-Phone Confirmation-30161-0401_15A-4210,Understand All Of The Details For GPS Vehicle Tracking TODAY With ClearPathGPS,40,3,7.5,"12,432",804,6.47,331,41.17,0.01,6.55,0,"3,400.00",850,8.58,841.42
18073-00004444-Druva,18073-00004444-Druva-Phone Confirmation-29499-0304_14A-3943,Druva Phoenix Can Help Your Business Reduce Costs Associated With Managing Your VMware Environments,109,0,0,"19,167",477,2.49,54,11.32,0,3.53,0.01,"5,014.00","1,242.00",13.23,"1,228.77"
18073-00004444-Druva,18073-00004444-Druva-Phone Confirmation-29504-0306_02A-3953,Druva Phoenix Can Help Your Business Reduce Costs Associated With Managing Your VMware Environments,109,0,0,"40,711","1,589",3.9,"1,462",92.01,0,1.89,0,"5,014.00","1,242.00",28.09,"1,213.91"
18073-00004444-Druva,18073-00004444-Druva-Phone Confirmation-29503-0308_01A-3977,Review The State Of Virtualization In The Cloud And See How Everyone Is Responding In Druva's Cloud Survey,109,0,0,"17,419",587,3.37,398,67.8,0,1.71,0.01,"5,014.00","1,242.00",12.02,"1,229.98"
18073-00004444-Druva,18073-00004444-Druva-Phone Confirmation-29499-0310_07A-3998,Druva Phoenix Can Help Your Business Reduce Costs Associated With Managing Your VMware Environments,109,0,0,"49,213",953,1.94,407,42.71,0,0.19,0,"5,014.00","1,242.00",33.96,"1,208.04"
18103-00004473-PocketStop,18103-00004473-Pocketstop-Phone Confirmation-30399-0224_02A-3831,See How Other Companies Have Leverage The Benefits Of Straightxt SMS Marketing TODAY With PocketStop,0,1,0,"64,433","2,195",3.41,530,24.15,0,9.88,0,0,0,44.46,-44.46
18103-00004473-PocketStop,18103-00004473-Pocketstop-Phone Confirmation-30395-0227_02A-3859,Don't Wait! Check Out PocketStop's Benefits and Best Practices For Text Message Marketing,0,1,0,"8,599",292,3.4,71,24.32,0,8.47,0.01,0,0,5.93,-5.93
18103-00004474-PocketStop,18103-00004474-Pocketstop-Phone Confirmation-30402-0224_03A-3836,Is Everyone On Your Team Receiving The Right Message? Download This Guide To Strengthen Communications Across All Channels,19,3,15.79,"33,053","1,558",4.71,454,29.14,0,6.87,0.01,760,360,22.81,337.19
18103-00004474-PocketStop,18103-00004474-Pocketstop-Phone Confirmation-30408-0227_03A-3860,"Employee Communication Is Vital To The Growth And Future Of Your Company, Let PocketStop Strengthen That Avenue TODAY",19,3,15.79,"34,956","1,062",3.04,364,34.28,0,17.03,0.01,760,360,24.12,335.88
18103-00004475-PocketStop,18103-00004475-Pocketstop-Phone Confirmation-30411-0224_04A-3832,Don't Get Caught Without These 6 Non-Negotiables For Your Employee Notification System,2,0,0,"39,833","1,314",3.3,398,30.29,0,7.48,0,80,80,27.48,52.52
18103-00004475-PocketStop,18103-00004475-Pocketstop-Phone Confirmation-30411-0227_04A-3872,Don't Get Caught Without These 6 Non-Negotiables For Your Employee Notification System,2,0,0,"61,904","2,327",3.76,759,32.62,0,17.97,0.01,80,80,42.71,37.29
18107-00004496-Trend Micro,18107-00004496-Trend Micro-Phone Confirmation-30761-0328_09A-4182,Get One Of The Industries Most Powerful Hybrid Cloud Security Solutions From Trend Micro Today!,336,0,0,"52,211","1,843",3.53,376,20.4,0,17.11,0.01,"11,760.00","4,130.00",36.03,"4,093.97"
18107-00004496-Trend Micro,18107-00004496-Trend Micro-Phone Confirmation-30766-0331_10A-4195,Learn How To Leverage Your DevOps Processes To Maximize Cloud Security TODAY,336,0,0,"7,400",239,3.23,569,238.08,0,0.8,0.01,"11,760.00","4,130.00",5.11,"4,124.89"
18107-00004496-Trend Micro,18107-00004496-Trend Micro-Phone Confirmation-30907-0402_04A-4207,Learn Six Steps to Comprehensive Container Security with Trend Micro Today!,336,0,0,"48,061","1,777",3.7,"1,573",88.52,0,11.8,0,"11,760.00","4,130.00",33.16,"4,096.84"
18107-00004496-Trend Micro,18107-00004496-Trend Micro-Phone Confirmation-18107-0403_12A-4223,Get One Of The Industries Most Powerful Hybrid Cloud Security Solutions From Trend Micro Today!,336,0,0,"51,193","1,112",2.17,981,88.22,0,0.34,0,"11,760.00","4,130.00",35.32,"4,094.68"
18107-00004496-Trend Micro,18107-00004496-Trend Micro-Phone Confirmation-30766-0406_05A-4243,Learn How To Leverage Your DevOps Processes To Maximize Cloud Security TODAY,336,0,0,"41,415",276,0.67,115,41.67,0,7.69,0,"11,760.00","4,130.00",28.58,"4,101.42"
18107-00004496-Trend Micro,18107-00004496-Trend Micro-Phone Confirmation-30907-0408_04A-4254,Learn Six Steps to Comprehensive Container Security with Trend Micro Today!,336,0,0,"37,608",314,0.83,156,49.68,0,8.04,0.01,"11,760.00","4,130.00",25.95,"4,104.05"
18122-00004521-Copper Inc,18122-00004521-CopperCRM-Phone Confirmation-30645-0319_08A-4082,Does Your Agency Need A Productivity Boost? Download The Free Guide.,218,0,0,"92,907","4,690",5.05,"1,043",22.24,0.01,10.83,0,"10,028.00","4,002.00",64.11,"3,937.89"
18122-00004521-Copper Inc,18122-00004521-CopperCRM-Phone Confirmation-30645-0321_07A-4104,This Guide Will Make Your Agency More Productive,218,0,0,"22,974",211,0.92,57,27.01,0,0,0,"10,028.00","4,002.00",15.85,"3,986.15"
18122-00004521-Copper Inc,18122-00004521-CopperCRM-Phone Confirmation-30100-0321_08A-4104,Looking To Implement A New Solution Soon? See Why Awareness Training Matters TODAY With Mimecast,218,0,0,"22,973",258,1.12,53,20.54,0,1.4,0,"10,028.00","4,002.00",15.85,"3,986.15"
18122-00004521-Copper Inc,18122-00004521-CopperCRM-Phone Confirmation-30645-0327_11A-4183,This Guide Will Make Your Agency More Productive,218,0,0,"26,266",365,1.39,177,48.49,0,5.07,0,"10,028.00","4,002.00",18.12,"3,983.88"
18122-00004521-Copper Inc,18122-00004521-CopperCRM-Phone Confirmation-30645-0328_10A-4188,This Guide Will Make Your Agency More Productive,218,0,0,"21,178",107,0.51,51,47.66,0,1.55,0,"10,028.00","4,002.00",14.61,"3,987.39"
18122-00004521-Copper Inc,18122-00004521-CopperCRM-Phone Confirmation-30645-0401_14A-4204,This Guide Will Make Your Agency More Productive,218,0,0,"19,198",287,1.49,93,32.4,0,0.48,0.02,"10,028.00","4,002.00",13.25,"3,988.75"
18122-00004521-Copper Inc,18122-00004521-CopperCRM-Phone Confirmation-30645-0403_06A-4221,This Guide Will Make Your Agency More Productive,218,0,0,"11,175",75,0.67,36,48,0,0.17,0.01,"10,028.00","4,002.00",7.71,"3,994.29"
18122-00004522-Copper Inc,18122-00004522-CopperCRM-Phone Confirmation-30648-0319_09A-4081,"Lone Wolves Don't Land Whales. Or At Least, It's Way Harder. Learn About The Best Team Selling Strategies With This Free Guide.",200,0,0,"164,040","6,471",3.94,"2,137",33.02,0,12.46,0,"10,000.00","10,000.00",113.19,"9,886.81"
18178-00004557-RedHat,18178-00004557-RedHat-Phone Confirmation-30741-0322_08A-4132,Optimize Your IT Infrastructure TODAY With Red Hat,88,0,0,"14,972",541,3.61,"1,992",368.21,0,1.56,0.01,"4,136.00","2,303.00",10.33,"2,292.67"
18178-00004557-RedHat,18178-00004557-RedHat-Phone Confirmation-30744-0325_05A-4157,Avoid Costly Proprietary Licensing and Lock-In TODAY With Red Hat Hyperconverged Infrastructure for Virtualization,88,0,0,"34,994","1,112",3.18,974,87.59,0,0.36,0.01,"4,136.00","2,303.00",24.15,"2,278.85"
18178-00004557-RedHat,18178-00004557-RedHat-Phone Confirmation-30749-0327_08A-4172,Get Red Hat's Modern And Secure Platform To Support Your Enterprise Hybrid Cloud Deployments,88,0,0,"10,315",108,1.05,8,7.41,0,2.16,0.01,"4,136.00","2,303.00",7.12,"2,295.88"
18178-00004558-RedHat,18178-00004558-RedHat-Phone Confirmation-30768-0322_11A-4134,Optimize Your IT Infrastructure TODAY With Red Hat,87,0,0,"11,446",376,3.29,11,2.93,0,0.98,0,"4,263.00","2,009.00",7.9,"2,001.10"
18178-00004558-RedHat,18178-00004558-RedHat-Phone Confirmation-30771-0325_06A-4153,Avoid Costly Proprietary Licensing and Lock-In TODAY With Red Hat Hyperconverged Infrastructure for Virtualization,87,0,0,"5,760",130,2.26,38,29.23,0,0.97,0,"4,263.00","2,009.00",3.97,"2,005.03"
18178-00004558-RedHat,18178-00004558-RedHat-Phone Confirmation-30773-0327_09A-4173,Get Red Hat's Modern And Secure Platform To Support Your Enterprise Hybrid Cloud Deployments,87,0,0,"25,537",565,2.21,164,29.03,0,1.05,0.01,"4,263.00","2,009.00",17.62,"1,991.38"
18178-00004558-RedHat,18178-00004558-RedHat-Phone Confirmation-30768-0329_05A-4191,Optimize Your IT Infrastructure TODAY With Red Hat,87,0,0,"14,240",148,1.04,43,29.05,0,0.77,0,"4,263.00","2,009.00",9.83,"1,999.17"
